Site,Reading Time,Pollutant Name,Value,Units,Provisional or Ratified
LW2,30/06/2019 04:00,NO,4.6,ug m-3,P
LW2,30/06/2019 05:00,NO,4.9,ug m-3,P
LW2,30/06/2019 06:00,NO,5.9,ug m-3,P
LW2,30/06/2019 07:00,NO,6.2,ug m-3,P
LW2,30/06/2019 08:00,NO,9.1,ug m-3,P
LW2,30/06/2019 09:00,NO,5.5,ug m-3,P
LW2,30/06/2019 10:00,NO,6.5,ug m-3,P
LW2,30/06/2019 11:00,NO,5.9,ug m-3,P
LW2,30/06/2019 12:00,NO,8.2,ug m-3,P
LW2,30/06/2019 13:00,NO,8.8,ug m-3,P
LW2,30/06/2019 14:00,NO,8.8,ug m-3,P
LW2,30/06/2019 15:00,NO,8.2,ug m-3,P
LW2,30/06/2019 16:00,NO,6.5,ug m-3,P
LW2,30/06/2019 17:00,NO,7.5,ug m-3,P
LW2,30/06/2019 18:00,NO,10.4,ug m-3,P
LW2,30/06/2019 19:00,NO,8.8,ug m-3,P
LW2,30/06/2019 20:00,NO,5.5,ug m-3,P
LW2,30/06/2019 21:00,NO,4.6,ug m-3,P
LW2,30/06/2019 22:00,NO,5.2,ug m-3,P
LW2,30/06/2019 23:00,NO,4.9,ug m-3,P
LW2,01/11/2018 00:00,NO2,32.2,ug m-3,R
LW2,01/11/2018 02:00,NO2,36.7,ug m-3,R
LW2,01/11/2018 03:00,NO2,34.8,ug m-3,R
LW2,01/11/2018 04:00,NO2,39.8,ug m-3,R
LW2,01/11/2018 05:00,NO2,39.7,ug m-3,R
LW2,01/11/2018 06:00,NO2,61.2,ug m-3,R
LW2,01/11/2018 07:00,NO2,61.3,ug m-3,R
LW2,01/11/2018 08:00,NO2,63.0,ug m-3,R
LW2,01/11/2018 09:00,NO2,65.0,ug m-3,R
LW2,01/11/2018 10:00,NO2,59.7,ug m-3,R
LW2,01/11/2018 11:00,NO2,42.2,ug m-3,R
LW2,01/11/2018 12:00,NO2,55.5,ug m-3,R
LW2,01/11/2018 13:00,NO2,42.8,ug m-3,R
LW2,01/11/2018 14:00,NO2,41.7,ug m-3,R
LW2,01/11/2018 15:00,NO2,34.4,ug m-3,R
LW2,01/11/2018 16:00,NO2,40.6,ug m-3,R
LW2,01/11/2018 17:00,NO2,46.1,ug m-3,R
LW2,01/11/2018 18:00,NO2,52.8,ug m-3,R
LW2,01/11/2018 19:00,NO2,60.6,ug m-3,R
LW2,01/11/2018 20:00,NO2,65.9,ug m-3,R
LW2,01/11/2018 21:00,NO2,68.4,ug m-3,R
LW2,01/11/2018 22:00,NO2,62.1,ug m-3,R
LW2,01/11/2018 23:00,NO2,56.7,ug m-3,R
LW2,02/11/2018 00:00,NO2,53.3,ug m-3,R
LW2,02/11/2018 02:00,NO2,49.4,ug m-3,R
LW2,02/11/2018 03:00,NO2,41.2,ug m-3,R
LW2,02/11/2018 04:00,NO2,35.7,ug m-3,R
LW2,02/11/2018 05:00,NO2,47.8,ug m-3,R
LW2,02/11/2018 06:00,NO2,57.6,ug m-3,R
LW2,02/11/2018 07:00,NO2,70.2,ug m-3,R
LW2,02/11/2018 08:00,NO2,65.5,ug m-3,R
LW2,02/11/2018 09:00,NO2,50.6,ug m-3,R
LW2,02/11/2018 10:00,NO2,50.0,ug m-3,R
LW2,02/11/2018 11:00,NO2,50.3,ug m-3,R
LW2,02/11/2018 12:00,NO2,39.5,ug m-3,R
LW2,02/11/2018 13:00,NO2,32.9,ug m-3,R
LW2,02/11/2018 14:00,NO2,34.0,ug m-3,R
LW2,02/11/2018 15:00,NO2,99.0,ug m-3,R
LW2,02/11/2018 16:00,NO2,104.1,ug m-3,R
LW2,02/11/2018 17:00,NO2,91.5,ug m-3,R
LW2,02/11/2018 18:00,NO2,89.2,ug m-3,R
LW2,02/11/2018 19:00,NO2,83.8,ug m-3,R
LW2,02/11/2018 20:00,NO2,79.1,ug m-3,R
LW2,02/11/2018 21:00,NO2,65.8,ug m-3,R
LW2,02/11/2018 22:00,NO2,62.5,ug m-3,R
LW2,02/11/2018 23:00,NO2,58.7,ug m-3,R
LW2,03/11/2018 00:00,NO2,54.4,ug m-3,R
LW2,03/11/2018 02:00,NO2,50.7,ug m-3,R
LW2,03/11/2018 03:00,NO2,50.5,ug m-3,R
LW2,03/11/2018 04:00,NO2,51.7,ug m-3,R
LW2,03/11/2018 05:00,NO2,51.8,ug m-3,R
LW2,03/11/2018 06:00,NO2,63.8,ug m-3,R
LW2,03/11/2018 07:00,NO2,78.5,ug m-3,R
LW2,03/11/2018 08:00,NO2,45.4,ug m-3,R
LW2,03/11/2018 09:00,NO2,45.6,ug m-3,R
LW2,03/11/2018 10:00,NO2,43.9,ug m-3,R
LW2,03/11/2018 11:00,NO2,35.6,ug m-3,R
LW2,03/11/2018 12:00,NO2,37.6,ug m-3,R
LW2,03/11/2018 13:00,NO2,38.7,ug m-3,R
LW2,03/11/2018 14:00,NO2,40.3,ug m-3,R
LW2,03/11/2018 15:00,NO2,41.3,ug m-3,R
LW2,03/11/2018 16:00,NO2,35.1,ug m-3,R
LW2,03/11/2018 17:00,NO2,51.5,ug m-3,R
LW2,03/11/2018 18:00,NO2,57.6,ug m-3,R
LW2,03/11/2018 19:00,NO2,63.9,ug m-3,R
LW2,03/11/2018 20:00,NO2,48.9,ug m-3,R
LW2,03/11/2018 21:00,NO2,41.7,ug m-3,R
LW2,03/11/2018 22:00,NO2,25.6,ug m-3,R
LW2,03/11/2018 23:00,NO2,26.6,ug m-3,R
LW2,04/11/2018 00:00,NO2,38.9,ug m-3,R
LW2,04/11/2018 02:00,NO2,36.4,ug m-3,R
LW2,04/11/2018 03:00,NO2,27.8,ug m-3,R
LW2,04/11/2018 04:00,NO2,40.2,ug m-3,R
LW2,04/11/2018 05:00,NO2,30.0,ug m-3,R
LW2,04/11/2018 06:00,NO2,33.0,ug m-3,R
LW2,04/11/2018 07:00,NO2,34.0,ug m-3,R
LW2,04/11/2018 08:00,NO2,30.1,ug m-3,R
LW2,04/11/2018 09:00,NO2,28.6,ug m-3,R
LW2,04/11/2018 10:00,NO2,24.1,ug m-3,R
LW2,04/11/2018 11:00,NO2,29.8,ug m-3,R
LW2,04/11/2018 12:00,NO2,32.3,ug m-3,R
LW2,04/11/2018 13:00,NO2,26.8,ug m-3,R
LW2,04/11/2018 14:00,NO2,28.9,ug m-3,R
LW2,04/11/2018 15:00,NO2,25.3,ug m-3,R
LW2,04/11/2018 16:00,NO2,39.5,ug m-3,R
LW2,04/11/2018 17:00,NO2,49.7,ug m-3,R
LW2,04/11/2018 18:00,NO2,43.8,ug m-3,R
LW2,04/11/2018 19:00,NO2,44.8,ug m-3,R
LW2,04/11/2018 20:00,NO2,35.2,ug m-3,R
LW2,04/11/2018 21:00,NO2,39.3,ug m-3,R
LW2,04/11/2018 22:00,NO2,35.7,ug m-3,R
LW2,04/11/2018 23:00,NO2,35.2,ug m-3,R
LW2,05/11/2018 00:00,NO2,32.5,ug m-3,R
LW2,05/11/2018 02:00,NO2,34.3,ug m-3,R
LW2,05/11/2018 03:00,NO2,35.8,ug m-3,R
LW2,05/11/2018 04:00,NO2,35.4,ug m-3,R
LW2,05/11/2018 05:00,NO2,37.4,ug m-3,R
LW2,05/11/2018 06:00,NO2,38.9,ug m-3,R
LW2,05/11/2018 07:00,NO2,50.9,ug m-3,R
LW2,05/11/2018 08:00,NO2,40.8,ug m-3,R
LW2,05/11/2018 09:00,NO2,36.1,ug m-3,R
LW2,05/11/2018 10:00,NO2,32.0,ug m-3,R
LW2,05/11/2018 13:00,NO2,50.7,ug m-3,R
LW2,05/11/2018 14:00,NO2,50.0,ug m-3,R
LW2,05/11/2018 16:00,NO2,52.6,ug m-3,R
LW2,05/11/2018 17:00,NO2,52.9,ug m-3,R
LW2,05/11/2018 18:00,NO2,55.0,ug m-3,R
LW2,05/11/2018 19:00,NO2,53.9,ug m-3,R
LW2,05/11/2018 20:00,NO2,52.5,ug m-3,R
LW2,05/11/2018 21:00,NO2,54.5,ug m-3,R
LW2,05/11/2018 22:00,NO2,53.8,ug m-3,R
LW2,05/11/2018 23:00,NO2,53.3,ug m-3,R
LW2,06/11/2018 00:00,NO2,42.6,ug m-3,R
LW2,06/11/2018 02:00,NO2,35.0,ug m-3,R
LW2,06/11/2018 03:00,NO2,32.9,ug m-3,R
LW2,06/11/2018 04:00,NO2,34.9,ug m-3,R
LW2,06/11/2018 05:00,NO2,38.8,ug m-3,R
LW2,06/11/2018 06:00,NO2,46.9,ug m-3,R
LW2,06/11/2018 07:00,NO2,55.0,ug m-3,R
LW2,06/11/2018 08:00,NO2,52.8,ug m-3,R
LW2,06/11/2018 09:00,NO2,41.8,ug m-3,R
LW2,06/11/2018 10:00,NO2,40.6,ug m-3,R
LW2,06/11/2018 11:00,NO2,33.1,ug m-3,R
LW2,06/11/2018 12:00,NO2,33.1,ug m-3,R
LW2,06/11/2018 13:00,NO2,33.7,ug m-3,R
LW2,06/11/2018 14:00,NO2,31.2,ug m-3,R
LW2,06/11/2018 15:00,NO2,29.8,ug m-3,R
LW2,06/11/2018 16:00,NO2,34.8,ug m-3,R
LW2,06/11/2018 17:00,NO2,33.4,ug m-3,R
LW2,06/11/2018 18:00,NO2,28.5,ug m-3,R
LW2,06/11/2018 19:00,NO2,28.6,ug m-3,R
LW2,06/11/2018 20:00,NO2,21.8,ug m-3,R
LW2,06/11/2018 21:00,NO2,17.4,ug m-3,R
LW2,06/11/2018 22:00,NO2,12.5,ug m-3,R
LW2,06/11/2018 23:00,NO2,11.1,ug m-3,R
LW2,07/11/2018 00:00,NO2,13.3,ug m-3,R
LW2,07/11/2018 02:00,NO2,12.3,ug m-3,R
LW2,07/11/2018 03:00,NO2,11.9,ug m-3,R
LW2,07/11/2018 04:00,NO2,11.5,ug m-3,R
LW2,07/11/2018 05:00,NO2,14.0,ug m-3,R
LW2,07/11/2018 06:00,NO2,21.5,ug m-3,R
LW2,07/11/2018 07:00,NO2,28.4,ug m-3,R
LW2,07/11/2018 08:00,NO2,28.9,ug m-3,R
LW2,07/11/2018 09:00,NO2,25.0,ug m-3,R
LW2,07/11/2018 10:00,NO2,19.3,ug m-3,R
LW2,07/11/2018 11:00,NO2,16.4,ug m-3,R
LW2,07/11/2018 12:00,NO2,16.0,ug m-3,R
LW2,07/11/2018 13:00,NO2,23.3,ug m-3,R
LW2,07/11/2018 14:00,NO2,37.9,ug m-3,R
LW2,07/11/2018 15:00,NO2,52.4,ug m-3,R
LW2,07/11/2018 16:00,NO2,48.4,ug m-3,R
LW2,07/11/2018 17:00,NO2,61.6,ug m-3,R
LW2,07/11/2018 18:00,NO2,59.3,ug m-3,R
LW2,07/11/2018 19:00,NO2,54.0,ug m-3,R
LW2,07/11/2018 20:00,NO2,49.7,ug m-3,R
LW2,07/11/2018 21:00,NO2,32.6,ug m-3,R
LW2,07/11/2018 22:00,NO2,22.1,ug m-3,R
LW2,07/11/2018 23:00,NO2,22.7,ug m-3,R
LW2,08/11/2018 00:00,NO2,24.9,ug m-3,R
LW2,08/11/2018 02:00,NO2,41.3,ug m-3,R
LW2,08/11/2018 03:00,NO2,31.7,ug m-3,R
LW2,08/11/2018 04:00,NO2,37.1,ug m-3,R
LW2,08/11/2018 05:00,NO2,41.4,ug m-3,R
LW2,08/11/2018 06:00,NO2,60.2,ug m-3,R
LW2,08/11/2018 07:00,NO2,54.0,ug m-3,R
LW2,08/11/2018 08:00,NO2,57.0,ug m-3,R
LW2,08/11/2018 09:00,NO2,41.9,ug m-3,R
LW2,08/11/2018 10:00,NO2,42.3,ug m-3,R
LW2,08/11/2018 11:00,NO2,33.7,ug m-3,R
LW2,08/11/2018 13:00,NO2,56.6,ug m-3,R
LW2,08/11/2018 17:00,NO2,51.7,ug m-3,R
LW2,08/11/2018 18:00,NO2,46.9,ug m-3,R
LW2,08/11/2018 19:00,NO2,42.0,ug m-3,R
LW2,08/11/2018 20:00,NO2,36.2,ug m-3,R
LW2,08/11/2018 21:00,NO2,31.3,ug m-3,R
LW2,08/11/2018 22:00,NO2,25.9,ug m-3,R
LW2,08/11/2018 23:00,NO2,24.0,ug m-3,R
LW2,09/11/2018 00:00,NO2,20.4,ug m-3,R
LW2,09/11/2018 01:00,NO2,26.2,ug m-3,R
LW2,09/11/2018 02:00,NO2,23.9,ug m-3,R
LW2,09/11/2018 03:00,NO2,26.8,ug m-3,R
LW2,09/11/2018 04:00,NO2,31.1,ug m-3,R
LW2,09/11/2018 05:00,NO2,48.0,ug m-3,R
LW2,09/11/2018 06:00,NO2,53.6,ug m-3,R
LW2,09/11/2018 07:00,NO2,44.7,ug m-3,R
LW2,09/11/2018 08:00,NO2,36.2,ug m-3,R
LW2,09/11/2018 09:00,NO2,34.8,ug m-3,R
LW2,09/11/2018 10:00,NO2,28.7,ug m-3,R
LW2,09/11/2018 11:00,NO2,27.1,ug m-3,R
LW2,09/11/2018 12:00,NO2,35.6,ug m-3,R
LW2,09/11/2018 13:00,NO2,60.6,ug m-3,R
LW2,09/11/2018 14:00,NO2,45.3,ug m-3,R
LW2,09/11/2018 15:00,NO2,42.7,ug m-3,R
LW2,09/11/2018 16:00,NO2,32.8,ug m-3,R
LW2,09/11/2018 17:00,NO2,26.1,ug m-3,R
LW2,09/11/2018 18:00,NO2,22.7,ug m-3,R
LW2,09/11/2018 19:00,NO2,22.6,ug m-3,R
LW2,09/11/2018 20:00,NO2,20.2,ug m-3,R
LW2,09/11/2018 21:00,NO2,15.8,ug m-3,R
LW2,09/11/2018 22:00,NO2,15.3,ug m-3,R
LW2,09/11/2018 23:00,NO2,15.7,ug m-3,R
LW2,10/11/2018 00:00,NO2,20.6,ug m-3,R
LW2,10/11/2018 01:00,NO2,21.9,ug m-3,R
LW2,10/11/2018 02:00,NO2,20.2,ug m-3,R
LW2,10/11/2018 03:00,NO2,19.9,ug m-3,R
LW2,10/11/2018 04:00,NO2,25.2,ug m-3,R
LW2,10/11/2018 05:00,NO2,51.2,ug m-3,R
LW2,10/11/2018 06:00,NO2,72.1,ug m-3,R
LW2,10/11/2018 07:00,NO2,73.1,ug m-3,R
LW2,10/11/2018 08:00,NO2,82.5,ug m-3,R
LW2,10/11/2018 09:00,NO2,74.6,ug m-3,R
LW2,10/11/2018 10:00,NO2,70.1,ug m-3,R
LW2,10/11/2018 11:00,NO2,49.4,ug m-3,R
LW2,10/11/2018 12:00,NO2,43.7,ug m-3,R
LW2,10/11/2018 13:00,NO2,41.2,ug m-3,R
LW2,10/11/2018 14:00,NO2,40.7,ug m-3,R
LW2,10/11/2018 15:00,NO2,49.8,ug m-3,R
LW2,10/11/2018 16:00,NO2,64.1,ug m-3,R
LW2,10/11/2018 17:00,NO2,66.1,ug m-3,R
LW2,10/11/2018 18:00,NO2,61.4,ug m-3,R
LW2,10/11/2018 19:00,NO2,67.3,ug m-3,R
LW2,10/11/2018 20:00,NO2,61.8,ug m-3,R
LW2,10/11/2018 21:00,NO2,54.1,ug m-3,R
LW2,10/11/2018 22:00,NO2,46.1,ug m-3,R
LW2,10/11/2018 23:00,NO2,52.6,ug m-3,R
LW2,11/11/2018 00:00,NO2,45.1,ug m-3,R
LW2,11/11/2018 01:00,NO2,38.3,ug m-3,R
LW2,11/11/2018 02:00,NO2,28.6,ug m-3,R
LW2,11/11/2018 03:00,NO2,22.9,ug m-3,R
LW2,11/11/2018 04:00,NO2,20.4,ug m-3,R
LW2,11/11/2018 05:00,NO2,28.5,ug m-3,R
LW2,11/11/2018 06:00,NO2,24.5,ug m-3,R
LW2,11/11/2018 07:00,NO2,27.3,ug m-3,R
LW2,11/11/2018 08:00,NO2,21.7,ug m-3,R
LW2,11/11/2018 09:00,NO2,31.1,ug m-3,R
LW2,11/11/2018 10:00,NO2,28.2,ug m-3,R
LW2,11/11/2018 11:00,NO2,44.2,ug m-3,R
LW2,11/11/2018 12:00,NO2,32.5,ug m-3,R
LW2,11/11/2018 13:00,NO2,34.8,ug m-3,R
LW2,11/11/2018 14:00,NO2,35.7,ug m-3,R
LW2,11/11/2018 15:00,NO2,42.3,ug m-3,R
LW2,11/11/2018 16:00,NO2,67.4,ug m-3,R
LW2,11/11/2018 17:00,NO2,71.6,ug m-3,R
LW2,11/11/2018 18:00,NO2,68.0,ug m-3,R
LW2,11/11/2018 19:00,NO2,72.3,ug m-3,R
LW2,11/11/2018 20:00,NO2,66.3,ug m-3,R
LW2,11/11/2018 21:00,NO2,56.7,ug m-3,R
LW2,11/11/2018 22:00,NO2,38.0,ug m-3,R
LW2,11/11/2018 23:00,NO2,36.0,ug m-3,R
LW2,12/11/2018 00:00,NO2,36.0,ug m-3,R
LW2,12/11/2018 01:00,NO2,33.0,ug m-3,R
LW2,12/11/2018 02:00,NO2,20.6,ug m-3,R
LW2,12/11/2018 03:00,NO2,26.3,ug m-3,R
LW2,12/11/2018 04:00,NO2,32.3,ug m-3,R
LW2,12/11/2018 05:00,NO2,52.6,ug m-3,R
LW2,12/11/2018 06:00,NO2,64.0,ug m-3,R
LW2,12/11/2018 07:00,NO2,73.8,ug m-3,R
LW2,12/11/2018 08:00,NO2,73.4,ug m-3,R
LW2,12/11/2018 09:00,NO2,74.8,ug m-3,R
LW2,12/11/2018 10:00,NO2,58.2,ug m-3,R
LW2,12/11/2018 11:00,NO2,58.6,ug m-3,R
LW2,12/11/2018 12:00,NO2,54.0,ug m-3,R
LW2,12/11/2018 13:00,NO2,61.9,ug m-3,R
LW2,12/11/2018 14:00,NO2,61.6,ug m-3,R
LW2,12/11/2018 15:00,NO2,72.6,ug m-3,R
LW2,12/11/2018 16:00,NO2,78.7,ug m-3,R
LW2,12/11/2018 17:00,NO2,72.8,ug m-3,R
LW2,12/11/2018 18:00,NO2,66.8,ug m-3,R
LW2,12/11/2018 19:00,NO2,60.2,ug m-3,R
LW2,12/11/2018 20:00,NO2,62.1,ug m-3,R
LW2,12/11/2018 21:00,NO2,50.6,ug m-3,R
LW2,12/11/2018 22:00,NO2,47.9,ug m-3,R
LW2,12/11/2018 23:00,NO2,38.3,ug m-3,R
LW2,13/11/2018 00:00,NO2,34.4,ug m-3,R
LW2,13/11/2018 01:00,NO2,32.0,ug m-3,R
LW2,13/11/2018 02:00,NO2,25.3,ug m-3,R
LW2,13/11/2018 03:00,NO2,20.5,ug m-3,R
LW2,13/11/2018 04:00,NO2,24.3,ug m-3,R
LW2,13/11/2018 05:00,NO2,37.7,ug m-3,R
LW2,13/11/2018 06:00,NO2,50.9,ug m-3,R
LW2,13/11/2018 07:00,NO2,56.7,ug m-3,R
LW2,13/11/2018 08:00,NO2,56.6,ug m-3,R
LW2,13/11/2018 09:00,NO2,62.0,ug m-3,R
LW2,13/11/2018 10:00,NO2,60.4,ug m-3,R
LW2,13/11/2018 11:00,NO2,62.4,ug m-3,R
LW2,13/11/2018 12:00,NO2,59.6,ug m-3,R
LW2,13/11/2018 13:00,NO2,65.7,ug m-3,R
LW2,13/11/2018 14:00,NO2,69.2,ug m-3,R
LW2,13/11/2018 15:00,NO2,74.8,ug m-3,R
LW2,13/11/2018 16:00,NO2,87.7,ug m-3,R
LW2,13/11/2018 17:00,NO2,79.5,ug m-3,R
LW2,13/11/2018 18:00,NO2,84.7,ug m-3,R
LW2,13/11/2018 19:00,NO2,76.5,ug m-3,R
LW2,13/11/2018 20:00,NO2,76.0,ug m-3,R
LW2,13/11/2018 21:00,NO2,66.6,ug m-3,R
LW2,13/11/2018 22:00,NO2,66.2,ug m-3,R
LW2,13/11/2018 23:00,NO2,56.5,ug m-3,R
LW2,14/11/2018 00:00,NO2,31.7,ug m-3,R
LW2,14/11/2018 01:00,NO2,33.6,ug m-3,R
LW2,14/11/2018 02:00,NO2,23.9,ug m-3,R
LW2,14/11/2018 03:00,NO2,22.4,ug m-3,R
LW2,14/11/2018 04:00,NO2,25.7,ug m-3,R
LW2,14/11/2018 05:00,NO2,48.5,ug m-3,R
LW2,14/11/2018 06:00,NO2,70.3,ug m-3,R
LW2,14/11/2018 07:00,NO2,74.5,ug m-3,R
LW2,14/11/2018 08:00,NO2,68.7,ug m-3,R
LW2,14/11/2018 09:00,NO2,66.4,ug m-3,R
LW2,14/11/2018 10:00,NO2,52.4,ug m-3,R
LW2,14/11/2018 11:00,NO2,48.1,ug m-3,R
LW2,14/11/2018 12:00,NO2,54.1,ug m-3,R
LW2,14/11/2018 13:00,NO2,63.1,ug m-3,R
LW2,14/11/2018 14:00,NO2,63.8,ug m-3,R
LW2,14/11/2018 15:00,NO2,57.6,ug m-3,R
LW2,14/11/2018 16:00,NO2,64.1,ug m-3,R
LW2,14/11/2018 17:00,NO2,67.9,ug m-3,R
LW2,14/11/2018 18:00,NO2,56.8,ug m-3,R
LW2,14/11/2018 19:00,NO2,60.2,ug m-3,R
LW2,14/11/2018 20:00,NO2,68.4,ug m-3,R
LW2,14/11/2018 21:00,NO2,57.8,ug m-3,R
LW2,14/11/2018 22:00,NO2,52.6,ug m-3,R
LW2,14/11/2018 23:00,NO2,45.8,ug m-3,R
LW2,15/11/2018 00:00,NO2,41.3,ug m-3,R
LW2,15/11/2018 01:00,NO2,46.8,ug m-3,R
LW2,15/11/2018 02:00,NO2,37.5,ug m-3,R
LW2,15/11/2018 03:00,NO2,30.2,ug m-3,R
LW2,15/11/2018 04:00,NO2,33.2,ug m-3,R
LW2,15/11/2018 05:00,NO2,39.9,ug m-3,R
LW2,15/11/2018 06:00,NO2,43.3,ug m-3,R
LW2,15/11/2018 07:00,NO2,44.8,ug m-3,R
LW2,15/11/2018 08:00,NO2,53.1,ug m-3,R
LW2,15/11/2018 09:00,NO2,40.6,ug m-3,R
LW2,15/11/2018 10:00,NO2,38.7,ug m-3,R
LW2,15/11/2018 11:00,NO2,40.0,ug m-3,R
LW2,15/11/2018 12:00,NO2,35.8,ug m-3,R
LW2,15/11/2018 13:00,NO2,29.7,ug m-3,R
LW2,15/11/2018 14:00,NO2,33.0,ug m-3,R
LW2,15/11/2018 15:00,NO2,40.6,ug m-3,R
LW2,15/11/2018 16:00,NO2,34.4,ug m-3,R
LW2,15/11/2018 17:00,NO2,41.5,ug m-3,R
LW2,15/11/2018 18:00,NO2,30.5,ug m-3,R
LW2,15/11/2018 19:00,NO2,28.6,ug m-3,R
LW2,15/11/2018 20:00,NO2,19.4,ug m-3,R
LW2,15/11/2018 21:00,NO2,21.3,ug m-3,R
LW2,15/11/2018 22:00,NO2,23.6,ug m-3,R
LW2,15/11/2018 23:00,NO2,18.3,ug m-3,R
LW2,16/11/2018 00:00,NO2,19.5,ug m-3,R
LW2,16/11/2018 01:00,NO2,27.4,ug m-3,R
LW2,16/11/2018 02:00,NO2,17.8,ug m-3,R
LW2,16/11/2018 03:00,NO2,14.9,ug m-3,R
LW2,16/11/2018 04:00,NO2,18.1,ug m-3,R
LW2,16/11/2018 05:00,NO2,25.0,ug m-3,R
LW2,16/11/2018 06:00,NO2,29.1,ug m-3,R
LW2,16/11/2018 07:00,NO2,34.0,ug m-3,R
LW2,16/11/2018 08:00,NO2,55.6,ug m-3,R
LW2,16/11/2018 09:00,NO2,39.2,ug m-3,R
LW2,16/11/2018 10:00,NO2,38.3,ug m-3,R
LW2,16/11/2018 11:00,NO2,38.8,ug m-3,R
LW2,16/11/2018 12:00,NO2,34.8,ug m-3,R
LW2,16/11/2018 13:00,NO2,40.2,ug m-3,R
LW2,16/11/2018 14:00,NO2,36.3,ug m-3,R
LW2,16/11/2018 15:00,NO2,44.3,ug m-3,R
LW2,16/11/2018 16:00,NO2,45.6,ug m-3,R
LW2,16/11/2018 17:00,NO2,41.9,ug m-3,R
LW2,16/11/2018 18:00,NO2,44.9,ug m-3,R
LW2,16/11/2018 19:00,NO2,39.1,ug m-3,R
LW2,16/11/2018 20:00,NO2,36.2,ug m-3,R
LW2,16/11/2018 21:00,NO2,33.3,ug m-3,R
LW2,16/11/2018 22:00,NO2,31.4,ug m-3,R
LW2,16/11/2018 23:00,NO2,27.1,ug m-3,R
LW2,17/11/2018 00:00,NO2,27.1,ug m-3,R
LW2,17/11/2018 03:00,NO2,34.8,ug m-3,R
LW2,17/11/2018 04:00,NO2,36.2,ug m-3,R
LW2,17/11/2018 05:00,NO2,35.7,ug m-3,R
LW2,17/11/2018 06:00,NO2,33.1,ug m-3,R
LW2,17/11/2018 07:00,NO2,34.2,ug m-3,R
LW2,17/11/2018 08:00,NO2,33.1,ug m-3,R
LW2,17/11/2018 09:00,NO2,34.4,ug m-3,R
LW2,17/11/2018 10:00,NO2,33.7,ug m-3,R
LW2,17/11/2018 11:00,NO2,33.6,ug m-3,R
LW2,17/11/2018 12:00,NO2,35.1,ug m-3,R
LW2,17/11/2018 13:00,NO2,28.4,ug m-3,R
LW2,17/11/2018 14:00,NO2,43.2,ug m-3,R
LW2,17/11/2018 15:00,NO2,45.3,ug m-3,R
LW2,17/11/2018 16:00,NO2,58.2,ug m-3,R
LW2,17/11/2018 17:00,NO2,60.1,ug m-3,R
LW2,17/11/2018 18:00,NO2,59.6,ug m-3,R
LW2,17/11/2018 19:00,NO2,59.5,ug m-3,R
LW2,17/11/2018 20:00,NO2,62.2,ug m-3,R
LW2,17/11/2018 21:00,NO2,49.5,ug m-3,R
LW2,17/11/2018 22:00,NO2,45.6,ug m-3,R
LW2,17/11/2018 23:00,NO2,46.0,ug m-3,R
LW2,18/11/2018 00:00,NO2,39.7,ug m-3,R
LW2,18/11/2018 02:00,NO2,46.2,ug m-3,R
LW2,18/11/2018 03:00,NO2,52.7,ug m-3,R
LW2,18/11/2018 04:00,NO2,52.8,ug m-3,R
LW2,18/11/2018 05:00,NO2,52.6,ug m-3,R
LW2,18/11/2018 06:00,NO2,58.5,ug m-3,R
LW2,18/11/2018 07:00,NO2,54.9,ug m-3,R
LW2,18/11/2018 08:00,NO2,46.0,ug m-3,R
LW2,18/11/2018 09:00,NO2,32.5,ug m-3,R
LW2,18/11/2018 10:00,NO2,26.2,ug m-3,R
LW2,18/11/2018 11:00,NO2,21.9,ug m-3,R
LW2,18/11/2018 12:00,NO2,19.0,ug m-3,R
LW2,18/11/2018 13:00,NO2,20.4,ug m-3,R
LW2,18/11/2018 14:00,NO2,21.3,ug m-3,R
LW2,18/11/2018 15:00,NO2,22.7,ug m-3,R
LW2,18/11/2018 16:00,NO2,34.3,ug m-3,R
LW2,18/11/2018 17:00,NO2,33.3,ug m-3,R
LW2,18/11/2018 18:00,NO2,37.6,ug m-3,R
LW2,18/11/2018 19:00,NO2,40.0,ug m-3,R
LW2,18/11/2018 20:00,NO2,40.9,ug m-3,R
LW2,18/11/2018 21:00,NO2,35.6,ug m-3,R
LW2,18/11/2018 22:00,NO2,24.9,ug m-3,R
LW2,18/11/2018 23:00,NO2,21.0,ug m-3,R
LW2,19/11/2018 00:00,NO2,23.4,ug m-3,R
LW2,19/11/2018 04:00,NO2,17.9,ug m-3,R
LW2,19/11/2018 05:00,NO2,17.4,ug m-3,R
LW2,19/11/2018 06:00,NO2,21.7,ug m-3,R
LW2,19/11/2018 07:00,NO2,22.1,ug m-3,R
LW2,19/11/2018 08:00,NO2,24.0,ug m-3,R
LW2,19/11/2018 09:00,NO2,25.4,ug m-3,R
LW2,19/11/2018 10:00,NO2,17.2,ug m-3,R
LW2,19/11/2018 11:00,NO2,19.5,ug m-3,R
LW2,19/11/2018 12:00,NO2,19.5,ug m-3,R
LW2,19/11/2018 13:00,NO2,22.8,ug m-3,R
LW2,19/11/2018 14:00,NO2,21.3,ug m-3,R
LW2,19/11/2018 15:00,NO2,20.3,ug m-3,R
LW2,19/11/2018 16:00,NO2,43.0,ug m-3,R
LW2,19/11/2018 17:00,NO2,29.0,ug m-3,R
LW2,19/11/2018 18:00,NO2,26.1,ug m-3,R
LW2,19/11/2018 19:00,NO2,19.2,ug m-3,R
