Outlier,Pollutant Name,Provisional or Ratified,Reading Time,Site,Units,Value
Value,NO,R,14/12/2018 11:00,LW2,ug m-3,159.3
Value,NO,R,16/12/2018 09:00,LW2,ug m-3,95.1
Value,NO,R,17/12/2018 15:00,LW2,ug m-3,104.5
Value,NO,R,17/12/2018 16:00,LW2,ug m-3,105.1
Value,NO,R,24/12/2018 15:00,LW2,ug m-3,105.0
Value,NO,R,24/12/2018 17:00,LW2,ug m-3,131.5
Value,NO,R,24/12/2018 18:00,LW2,ug m-3,138.89999
Value,NO,R,24/12/2018 19:00,LW2,ug m-3,206.0
Value,NO,R,24/12/2018 20:00,LW2,ug m-3,203.10001
Value,NO,R,24/12/2018 21:00,LW2,ug m-3,208.0
Value,NO,R,24/12/2018 22:00,LW2,ug m-3,199.39999
Value,NO,R,24/12/2018 23:00,LW2,ug m-3,160.60001
Value,NO,R,25/12/2018 00:00,LW2,ug m-3,155.8
Value,NO,R,25/12/2018 01:00,LW2,ug m-3,129.2
Value,NO,R,25/12/2018 02:00,LW2,ug m-3,113.5
Value,NO,R,25/12/2018 03:00,LW2,ug m-3,97.6
Value,NO,R,25/12/2018 04:00,LW2,ug m-3,106.4
Value,NO,R,25/12/2018 08:00,LW2,ug m-3,98.7
Value,NO,R,27/12/2018 01:00,LW2,ug m-3,107.8
Value,NO,R,27/12/2018 02:00,LW2,ug m-3,96.9
Value,NO,R,27/12/2018 04:00,LW2,ug m-3,114.0
Value,NO,R,27/12/2018 08:00,LW2,ug m-3,137.89999
Value,NO,R,27/12/2018 09:00,LW2,ug m-3,141.60001
Value,NO,R,27/12/2018 10:00,LW2,ug m-3,136.7
Value,NO,R,27/12/2018 11:00,LW2,ug m-3,108.3
Value,NO,R,27/12/2018 12:00,LW2,ug m-3,129.60001
Value,NO,R,27/12/2018 13:00,LW2,ug m-3,141.3
Value,NO,R,27/12/2018 14:00,LW2,ug m-3,97.4
Value,NO,R,27/12/2018 15:00,LW2,ug m-3,102.0
Value,NO,R,27/12/2018 16:00,LW2,ug m-3,150.60001
Value,NO,R,27/12/2018 17:00,LW2,ug m-3,287.5
Value,NO,R,27/12/2018 18:00,LW2,ug m-3,262.20001
Value,NO,R,27/12/2018 19:00,LW2,ug m-3,289.79999
Value,NO,R,27/12/2018 20:00,LW2,ug m-3,242.60001
Value,NO,R,27/12/2018 21:00,LW2,ug m-3,205.60001
Value,NO,R,27/12/2018 22:00,LW2,ug m-3,192.7
Value,NO,R,27/12/2018 23:00,LW2,ug m-3,146.89999
Value,NO,R,28/12/2018 00:00,LW2,ug m-3,127.1
Value,NO,R,28/12/2018 01:00,LW2,ug m-3,93.3
Value,NO,R,28/12/2018 06:00,LW2,ug m-3,120.2
Value,NO,R,28/12/2018 07:00,LW2,ug m-3,114.5
Value,NO,R,28/12/2018 08:00,LW2,ug m-3,118.2
Value,NO,R,28/12/2018 09:00,LW2,ug m-3,104.5
Value,NO,R,28/12/2018 10:00,LW2,ug m-3,119.0
Value,NO,R,03/01/2019 23:00,LW2,ug m-3,103.0
Value,NO,R,04/01/2019 00:00,LW2,ug m-3,123.6
Value,NO,R,10/01/2019 06:00,LW2,ug m-3,107.7
Value,NO,R,10/01/2019 07:00,LW2,ug m-3,153.0
Value,NO,R,10/01/2019 08:00,LW2,ug m-3,177.5
Value,NO,R,10/01/2019 09:00,LW2,ug m-3,215.0
Value,NO,R,10/01/2019 10:00,LW2,ug m-3,197.5
Value,NO,R,10/01/2019 11:00,LW2,ug m-3,130.2
Value,NO,R,10/01/2019 12:00,LW2,ug m-3,111.6
Value,NO,R,10/01/2019 13:00,LW2,ug m-3,92.8
Value,NO,R,18/01/2019 06:00,LW2,ug m-3,165.39999
Value,NO,R,18/01/2019 07:00,LW2,ug m-3,183.3
Value,NO,R,18/01/2019 08:00,LW2,ug m-3,243.8
Value,NO,R,18/01/2019 09:00,LW2,ug m-3,177.2
Value,NO,R,20/01/2019 22:00,LW2,ug m-3,148.7
Value,NO,R,20/01/2019 23:00,LW2,ug m-3,150.10001
Value,NO,R,21/01/2019 00:00,LW2,ug m-3,140.60001
Value,NO,R,21/01/2019 01:00,LW2,ug m-3,146.5
Value,NO,R,21/01/2019 02:00,LW2,ug m-3,146.10001
Value,NO,R,21/01/2019 03:00,LW2,ug m-3,105.1
Value,NO,R,21/01/2019 04:00,LW2,ug m-3,119.6
Value,NO,R,21/01/2019 05:00,LW2,ug m-3,122.1
Value,NO,R,21/01/2019 06:00,LW2,ug m-3,190.0
Value,NO,R,21/01/2019 07:00,LW2,ug m-3,193.60001
Value,NO,R,21/01/2019 08:00,LW2,ug m-3,258.10001
Value,NO,R,21/01/2019 09:00,LW2,ug m-3,292.10001
Value,NO,R,21/01/2019 10:00,LW2,ug m-3,218.10001
Value,NO,R,21/01/2019 11:00,LW2,ug m-3,178.2
Value,NO,R,21/01/2019 12:00,LW2,ug m-3,134.10001
Value,NO,R,21/01/2019 16:00,LW2,ug m-3,96.7
Value,NO,R,21/01/2019 17:00,LW2,ug m-3,96.1
Value,NO,R,23/01/2019 22:00,LW2,ug m-3,115.5
Value,NO,R,23/01/2019 23:00,LW2,ug m-3,132.2
Value,NO,R,24/01/2019 00:00,LW2,ug m-3,122.8
Value,NO,R,24/01/2019 01:00,LW2,ug m-3,117.6
Value,NO,R,24/01/2019 02:00,LW2,ug m-3,100.7
Value,NO,R,24/01/2019 06:00,LW2,ug m-3,149.7
Value,NO,R,24/01/2019 07:00,LW2,ug m-3,167.0
Value,NO,R,24/01/2019 08:00,LW2,ug m-3,213.8
Value,NO,R,24/01/2019 09:00,LW2,ug m-3,172.0
Value,NO,R,24/01/2019 12:00,LW2,ug m-3,116.9
Value,NO,R,24/01/2019 13:00,LW2,ug m-3,132.39999
Value,NO,R,24/01/2019 15:00,LW2,ug m-3,106.3
Value,NO,R,24/01/2019 16:00,LW2,ug m-3,96.5
Value,NO,R,24/01/2019 18:00,LW2,ug m-3,125.2
Value,NO,R,24/01/2019 19:00,LW2,ug m-3,151.10001
Value,NO,R,24/01/2019 20:00,LW2,ug m-3,167.5
Value,NO,R,24/01/2019 21:00,LW2,ug m-3,155.5
Value,NO,R,24/01/2019 22:00,LW2,ug m-3,146.60001
Value,NO,R,24/01/2019 23:00,LW2,ug m-3,161.60001
Value,NO,R,25/01/2019 00:00,LW2,ug m-3,161.0
Value,NO,R,25/01/2019 01:00,LW2,ug m-3,171.0
Value,NO,R,25/01/2019 02:00,LW2,ug m-3,129.60001
Value,NO,R,28/01/2019 19:00,LW2,ug m-3,92.4
Value,NO,R,28/01/2019 20:00,LW2,ug m-3,136.5
Value,NO,R,28/01/2019 22:00,LW2,ug m-3,99.3
Value,NO,R,28/01/2019 23:00,LW2,ug m-3,92.9
Value,NO,R,29/01/2019 06:00,LW2,ug m-3,116.8
Value,NO,R,29/01/2019 07:00,LW2,ug m-3,175.10001
Value,NO,R,29/01/2019 08:00,LW2,ug m-3,115.7
Value,NO,R,30/01/2019 08:00,LW2,ug m-3,111.5
Value,NO,R,30/01/2019 19:00,LW2,ug m-3,182.5
Value,NO,R,30/01/2019 20:00,LW2,ug m-3,189.39999
Value,NO,R,30/01/2019 21:00,LW2,ug m-3,225.8
Value,NO,R,30/01/2019 22:00,LW2,ug m-3,225.8
Value,NO,R,30/01/2019 23:00,LW2,ug m-3,202.0
Value,NO,R,31/01/2019 00:00,LW2,ug m-3,155.39999
Value,NO,R,31/01/2019 01:00,LW2,ug m-3,109.9
Value,NO,R,31/01/2019 05:00,LW2,ug m-3,107.5
Value,NO,R,31/01/2019 06:00,LW2,ug m-3,165.0
Value,NO,R,31/01/2019 07:00,LW2,ug m-3,242.5
Value,NO,R,31/01/2019 08:00,LW2,ug m-3,256.10001
Value,NO,R,31/01/2019 09:00,LW2,ug m-3,176.39999
Value,NO,R,31/01/2019 10:00,LW2,ug m-3,136.7
Value,NO,R,03/02/2019 15:00,LW2,ug m-3,114.8
Value,NO,R,04/02/2019 19:00,LW2,ug m-3,105.0
Value,NO,R,05/02/2019 06:00,LW2,ug m-3,102.9
Value,NO,R,05/02/2019 08:00,LW2,ug m-3,94.5
Value,NO,R,06/02/2019 08:00,LW2,ug m-3,150.10001
Value,NO,R,06/02/2019 09:00,LW2,ug m-3,112.6
Value,NO,R,11/02/2019 07:00,LW2,ug m-3,141.3
Value,NO,R,11/02/2019 19:00,LW2,ug m-3,103.8
Value,NO,R,11/02/2019 20:00,LW2,ug m-3,102.7
Value,NO,R,12/02/2019 06:00,LW2,ug m-3,99.0
Value,NO,R,12/02/2019 07:00,LW2,ug m-3,134.60001
Value,NO,R,12/02/2019 08:00,LW2,ug m-3,124.7
Value,NO,R,14/02/2019 01:00,LW2,ug m-3,109.5
Value,NO,R,14/02/2019 02:00,LW2,ug m-3,94.1
Value,NO,R,14/02/2019 03:00,LW2,ug m-3,96.9
Value,NO,R,14/02/2019 04:00,LW2,ug m-3,126.8
Value,NO,R,14/02/2019 05:00,LW2,ug m-3,121.1
Value,NO,R,14/02/2019 06:00,LW2,ug m-3,181.5
Value,NO,R,14/02/2019 07:00,LW2,ug m-3,247.10001
Value,NO,R,14/02/2019 08:00,LW2,ug m-3,261.20001
Value,NO,R,14/02/2019 09:00,LW2,ug m-3,135.5
Value,NO,R,15/02/2019 02:00,LW2,ug m-3,104.8
Value,NO,R,15/02/2019 05:00,LW2,ug m-3,179.0
Value,NO,R,15/02/2019 06:00,LW2,ug m-3,242.39999
Value,NO,R,15/02/2019 07:00,LW2,ug m-3,281.0
Value,NO,R,15/02/2019 08:00,LW2,ug m-3,401.60001
Value,NO,R,15/02/2019 09:00,LW2,ug m-3,131.0
Value,NO,R,15/02/2019 21:00,LW2,ug m-3,195.89999
Value,NO,R,15/02/2019 22:00,LW2,ug m-3,148.8
Value,NO,R,15/02/2019 23:00,LW2,ug m-3,207.2
Value,NO,R,16/02/2019 00:00,LW2,ug m-3,187.3
Value,NO,R,23/02/2019 21:00,LW2,ug m-3,172.2
Value,NO,R,23/02/2019 22:00,LW2,ug m-3,203.60001
Value,NO,R,23/02/2019 23:00,LW2,ug m-3,115.9
Value,NO,R,24/02/2019 00:00,LW2,ug m-3,92.2
Value,NO,R,24/02/2019 04:00,LW2,ug m-3,124.3
Value,NO,R,24/02/2019 07:00,LW2,ug m-3,97.6
Value,NO,R,24/02/2019 21:00,LW2,ug m-3,135.0
Value,NO,R,24/02/2019 22:00,LW2,ug m-3,122.0
Value,NO,P,25/02/2019 00:00,LW2,ug m-3,102.0
Value,NO,P,25/02/2019 01:00,LW2,ug m-3,123.3
Value,NO,P,25/02/2019 02:00,LW2,ug m-3,105.4
Value,NO,P,25/02/2019 03:00,LW2,ug m-3,114.6
Value,NO,P,25/02/2019 04:00,LW2,ug m-3,143.3
Value,NO,P,25/02/2019 05:00,LW2,ug m-3,152.8
Value,NO,P,25/02/2019 06:00,LW2,ug m-3,286.89999
Value,NO,P,25/02/2019 07:00,LW2,ug m-3,258.60001
Value,NO,P,25/02/2019 08:00,LW2,ug m-3,206.3
Value,NO,P,25/02/2019 09:00,LW2,ug m-3,202.10001
Value,NO,P,25/02/2019 20:00,LW2,ug m-3,96.3
Value,NO,P,25/02/2019 21:00,LW2,ug m-3,123.5
Value,NO,P,25/02/2019 22:00,LW2,ug m-3,110.3
Value,NO,P,25/02/2019 23:00,LW2,ug m-3,144.5
Value,NO,P,26/02/2019 00:00,LW2,ug m-3,136.60001
Value,NO,P,26/02/2019 01:00,LW2,ug m-3,144.10001
Value,NO,P,26/02/2019 02:00,LW2,ug m-3,141.7
Value,NO,P,26/02/2019 03:00,LW2,ug m-3,126.3
Value,NO,P,26/02/2019 04:00,LW2,ug m-3,120.4
Value,NO,P,26/02/2019 05:00,LW2,ug m-3,131.3
Value,NO,P,26/02/2019 06:00,LW2,ug m-3,238.3
Value,NO,P,26/02/2019 07:00,LW2,ug m-3,385.89999
Value,NO,P,26/02/2019 08:00,LW2,ug m-3,213.8
Value,NO,P,26/02/2019 09:00,LW2,ug m-3,126.0
Value,NO,P,26/02/2019 10:00,LW2,ug m-3,102.4
Value,NO,P,26/02/2019 11:00,LW2,ug m-3,120.7
Value,NO,P,26/02/2019 18:00,LW2,ug m-3,134.10001
Value,NO,P,26/02/2019 19:00,LW2,ug m-3,136.10001
Value,NO,P,26/02/2019 20:00,LW2,ug m-3,128.5
Value,NO,P,26/02/2019 21:00,LW2,ug m-3,113.7
Value,NO,P,26/02/2019 22:00,LW2,ug m-3,99.9
Value,NO,P,26/02/2019 23:00,LW2,ug m-3,99.3
Value,NO,P,27/02/2019 00:00,LW2,ug m-3,106.3
Value,NO,P,27/02/2019 01:00,LW2,ug m-3,95.8
Value,NO,P,27/02/2019 02:00,LW2,ug m-3,112.5
Value,NO,P,27/02/2019 03:00,LW2,ug m-3,135.3
Value,NO,P,27/02/2019 04:00,LW2,ug m-3,135.8
Value,NO,P,27/02/2019 05:00,LW2,ug m-3,165.60001
Value,NO,P,27/02/2019 06:00,LW2,ug m-3,283.70001
Value,NO,P,27/02/2019 07:00,LW2,ug m-3,235.7
Value,NO,P,27/02/2019 08:00,LW2,ug m-3,240.8
Value,NO,P,27/02/2019 09:00,LW2,ug m-3,232.7
Value,NO,P,27/02/2019 10:00,LW2,ug m-3,122.4
Value,NO,P,27/02/2019 19:00,LW2,ug m-3,112.8
Value,NO,P,27/02/2019 23:00,LW2,ug m-3,113.4
Value,NO,P,18/03/2019 22:00,LW2,ug m-3,92.3
Value,NO,P,19/03/2019 07:00,LW2,ug m-3,99.7
Value,NO,P,21/03/2019 15:00,LW2,ug m-3,128.3
Value,NO,P,26/03/2019 20:00,LW2,ug m-3,97.1
Value,NO,P,27/03/2019 21:00,LW2,ug m-3,105.6
Value,NO,P,29/03/2019 06:00,LW2,ug m-3,136.8
Value,NO,P,29/03/2019 22:00,LW2,ug m-3,93.5
Value,NO,P,29/03/2019 23:00,LW2,ug m-3,121.2
Value,NO,P,30/03/2019 00:00,LW2,ug m-3,122.3
Value,NO,P,30/03/2019 01:00,LW2,ug m-3,106.9
Value,NO,P,30/03/2019 02:00,LW2,ug m-3,114.1
Value,NO,P,30/03/2019 03:00,LW2,ug m-3,118.7
Value,NO,P,30/03/2019 04:00,LW2,ug m-3,121.2
Value,NO,P,02/04/2019 05:00,LW2,ug m-3,122.6
Value,NO,P,02/04/2019 06:00,LW2,ug m-3,107.1
Value,NO,P,19/04/2019 05:00,LW2,ug m-3,97.1
Value,NO,P,20/04/2019 05:00,LW2,ug m-3,120.6
Value,NO,P,30/04/2019 05:00,LW2,ug m-3,103.6
Value,NO,P,09/05/2019 05:00,LW2,ug m-3,107.3
Value,NO,P,18/05/2019 23:00,LW2,ug m-3,105.2
Value,NO,P,20/05/2019 06:00,LW2,ug m-3,92.6
Value,NO2,R,02/11/2018 15:00,LW2,ug m-3,99.0
Value,NO2,R,02/11/2018 16:00,LW2,ug m-3,104.1
Value,NO2,R,24/12/2018 19:00,LW2,ug m-3,93.6
Value,NO2,R,18/01/2019 08:00,LW2,ug m-3,91.8
Value,NO2,R,21/01/2019 09:00,LW2,ug m-3,92.7
Value,NO2,R,24/01/2019 08:00,LW2,ug m-3,92.2
Value,NO2,R,24/01/2019 09:00,LW2,ug m-3,91.7
Value,NO2,P,28/01/2019 19:00,LW2,ug m-3,92.7
Value,NO2,P,28/01/2019 20:00,LW2,ug m-3,100.5
Value,NO2,P,29/01/2019 07:00,LW2,ug m-3,103.9
Value,NO2,P,30/01/2019 19:00,LW2,ug m-3,130.7
Value,NO2,P,30/01/2019 20:00,LW2,ug m-3,96.9
Value,NO2,P,30/01/2019 21:00,LW2,ug m-3,96.1
Value,NO2,P,31/01/2019 08:00,LW2,ug m-3,96.3
Value,NO2,P,06/02/2019 08:00,LW2,ug m-3,92.2
Value,NO2,P,11/02/2019 19:00,LW2,ug m-3,91.7
Value,NO2,P,15/02/2019 08:00,LW2,ug m-3,94.7
Value,NO2,P,15/02/2019 17:00,LW2,ug m-3,91.7
Value,NO2,P,15/02/2019 18:00,LW2,ug m-3,100.4
Value,NO2,P,15/02/2019 21:00,LW2,ug m-3,107.3
Value,NO2,P,15/02/2019 22:00,LW2,ug m-3,102.5
Value,NO2,P,15/02/2019 23:00,LW2,ug m-3,100.4
Value,NO2,P,23/02/2019 21:00,LW2,ug m-3,91.9
Value,NO2,P,25/02/2019 18:00,LW2,ug m-3,95.1
Value,NO2,P,25/02/2019 20:00,LW2,ug m-3,93.8
Value,NO2,P,25/02/2019 21:00,LW2,ug m-3,94.7
Value,NO2,P,26/02/2019 07:00,LW2,ug m-3,104.1
Value,NO2,P,26/02/2019 08:00,LW2,ug m-3,99.4
Value,NO2,P,26/02/2019 18:00,LW2,ug m-3,96.0
Value,NO2,P,26/02/2019 19:00,LW2,ug m-3,92.9
Value,NO2,P,26/02/2019 20:00,LW2,ug m-3,92.9
Value,NO2,P,26/02/2019 23:00,LW2,ug m-3,92.9
Value,NO2,P,27/02/2019 09:00,LW2,ug m-3,94.2
Value,NO2,P,27/02/2019 18:00,LW2,ug m-3,97.3
Value,NO2,P,27/02/2019 19:00,LW2,ug m-3,97.3
Value,NO2,P,27/02/2019 20:00,LW2,ug m-3,93.8
Value,NO2,P,27/02/2019 23:00,LW2,ug m-3,91.7
Value,NO2,P,26/03/2019 20:00,LW2,ug m-3,94.6
Value,NO2,P,27/03/2019 20:00,LW2,ug m-3,93.0
Value,NO2,P,19/04/2019 22:00,LW2,ug m-3,102.1
Value,NOX,R,01/11/2018 04:00,LW2,ug m-3 as NO2,107.9
Value,NOX,R,01/11/2018 05:00,LW2,ug m-3 as NO2,124.0
Value,NOX,R,01/11/2018 06:00,LW2,ug m-3 as NO2,255.8
Value,NOX,R,01/11/2018 07:00,LW2,ug m-3 as NO2,285.89999
Value,NOX,R,01/11/2018 08:00,LW2,ug m-3 as NO2,248.8
Value,NOX,R,01/11/2018 09:00,LW2,ug m-3 as NO2,220.3
Value,NOX,R,01/11/2018 10:00,LW2,ug m-3 as NO2,151.2
Value,NOX,R,01/11/2018 12:00,LW2,ug m-3 as NO2,134.7
Value,NOX,R,01/11/2018 20:00,LW2,ug m-3 as NO2,121.8
Value,NOX,R,01/11/2018 21:00,LW2,ug m-3 as NO2,148.3
Value,NOX,R,01/11/2018 22:00,LW2,ug m-3 as NO2,156.8
Value,NOX,R,01/11/2018 23:00,LW2,ug m-3 as NO2,127.3
Value,NOX,R,02/11/2018 00:00,LW2,ug m-3 as NO2,113.2
Value,NOX,R,02/11/2018 05:00,LW2,ug m-3 as NO2,117.3
Value,NOX,R,02/11/2018 06:00,LW2,ug m-3 as NO2,194.89999
Value,NOX,R,02/11/2018 07:00,LW2,ug m-3 as NO2,205.5
Value,NOX,R,02/11/2018 08:00,LW2,ug m-3 as NO2,191.5
Value,NOX,R,02/11/2018 09:00,LW2,ug m-3 as NO2,97.8
Value,NOX,R,02/11/2018 15:00,LW2,ug m-3 as NO2,197.7
Value,NOX,R,02/11/2018 16:00,LW2,ug m-3 as NO2,262.79999
Value,NOX,R,02/11/2018 17:00,LW2,ug m-3 as NO2,363.70001
Value,NOX,R,02/11/2018 18:00,LW2,ug m-3 as NO2,316.20001
Value,NOX,R,02/11/2018 19:00,LW2,ug m-3 as NO2,290.70001
Value,NOX,R,02/11/2018 20:00,LW2,ug m-3 as NO2,330.20001
Value,NOX,R,02/11/2018 21:00,LW2,ug m-3 as NO2,302.10001
Value,NOX,R,02/11/2018 22:00,LW2,ug m-3 as NO2,255.10001
Value,NOX,R,02/11/2018 23:00,LW2,ug m-3 as NO2,201.0
Value,NOX,R,03/11/2018 00:00,LW2,ug m-3 as NO2,208.89999
Value,NOX,R,03/11/2018 02:00,LW2,ug m-3 as NO2,99.5
Value,NOX,R,03/11/2018 03:00,LW2,ug m-3 as NO2,118.5
Value,NOX,R,03/11/2018 04:00,LW2,ug m-3 as NO2,186.0
Value,NOX,R,03/11/2018 05:00,LW2,ug m-3 as NO2,191.5
Value,NOX,R,03/11/2018 06:00,LW2,ug m-3 as NO2,296.60001
Value,NOX,R,03/11/2018 07:00,LW2,ug m-3 as NO2,346.70001
Value,NOX,R,03/11/2018 19:00,LW2,ug m-3 as NO2,113.3
Value,NOX,R,05/11/2018 07:00,LW2,ug m-3 as NO2,171.0
Value,NOX,R,05/11/2018 08:00,LW2,ug m-3 as NO2,104.5
Value,NOX,R,05/11/2018 13:00,LW2,ug m-3 as NO2,137.2
Value,NOX,R,05/11/2018 14:00,LW2,ug m-3 as NO2,137.7
Value,NOX,R,05/11/2018 16:00,LW2,ug m-3 as NO2,114.6
Value,NOX,R,05/11/2018 17:00,LW2,ug m-3 as NO2,133.0
Value,NOX,R,05/11/2018 18:00,LW2,ug m-3 as NO2,174.60001
Value,NOX,R,05/11/2018 19:00,LW2,ug m-3 as NO2,166.7
Value,NOX,R,05/11/2018 20:00,LW2,ug m-3 as NO2,174.2
Value,NOX,R,05/11/2018 21:00,LW2,ug m-3 as NO2,210.39999
Value,NOX,R,05/11/2018 22:00,LW2,ug m-3 as NO2,239.10001
Value,NOX,R,05/11/2018 23:00,LW2,ug m-3 as NO2,280.60001
Value,NOX,R,06/11/2018 00:00,LW2,ug m-3 as NO2,262.29999
Value,NOX,R,06/11/2018 05:00,LW2,ug m-3 as NO2,130.7
Value,NOX,R,06/11/2018 06:00,LW2,ug m-3 as NO2,213.10001
Value,NOX,R,06/11/2018 07:00,LW2,ug m-3 as NO2,238.3
Value,NOX,R,06/11/2018 08:00,LW2,ug m-3 as NO2,211.2
Value,NOX,R,06/11/2018 09:00,LW2,ug m-3 as NO2,119.1
Value,NOX,R,07/11/2018 15:00,LW2,ug m-3 as NO2,121.1
Value,NOX,R,07/11/2018 16:00,LW2,ug m-3 as NO2,127.0
Value,NOX,R,07/11/2018 17:00,LW2,ug m-3 as NO2,143.7
Value,NOX,R,07/11/2018 18:00,LW2,ug m-3 as NO2,126.7
Value,NOX,R,07/11/2018 19:00,LW2,ug m-3 as NO2,117.5
Value,NOX,R,07/11/2018 20:00,LW2,ug m-3 as NO2,106.3
Value,NOX,R,08/11/2018 06:00,LW2,ug m-3 as NO2,121.1
Value,NOX,R,08/11/2018 08:00,LW2,ug m-3 as NO2,107.2
Value,NOX,R,09/11/2018 05:00,LW2,ug m-3 as NO2,95.1
Value,NOX,R,09/11/2018 06:00,LW2,ug m-3 as NO2,110.1
Value,NOX,R,09/11/2018 13:00,LW2,ug m-3 as NO2,143.8
Value,NOX,R,10/11/2018 06:00,LW2,ug m-3 as NO2,157.5
Value,NOX,R,10/11/2018 07:00,LW2,ug m-3 as NO2,155.5
Value,NOX,R,10/11/2018 08:00,LW2,ug m-3 as NO2,204.8
Value,NOX,R,10/11/2018 09:00,LW2,ug m-3 as NO2,177.7
Value,NOX,R,10/11/2018 10:00,LW2,ug m-3 as NO2,152.5
Value,NOX,R,10/11/2018 11:00,LW2,ug m-3 as NO2,95.9
Value,NOX,R,10/11/2018 15:00,LW2,ug m-3 as NO2,92.4
Value,NOX,R,10/11/2018 16:00,LW2,ug m-3 as NO2,120.5
Value,NOX,R,10/11/2018 17:00,LW2,ug m-3 as NO2,141.2
Value,NOX,R,10/11/2018 18:00,LW2,ug m-3 as NO2,101.1
Value,NOX,R,10/11/2018 19:00,LW2,ug m-3 as NO2,100.7
Value,NOX,R,10/11/2018 20:00,LW2,ug m-3 as NO2,99.6
Value,NOX,R,11/11/2018 16:00,LW2,ug m-3 as NO2,133.0
Value,NOX,R,11/11/2018 17:00,LW2,ug m-3 as NO2,167.2
Value,NOX,R,11/11/2018 18:00,LW2,ug m-3 as NO2,146.89999
Value,NOX,R,11/11/2018 19:00,LW2,ug m-3 as NO2,151.8
Value,NOX,R,11/11/2018 20:00,LW2,ug m-3 as NO2,127.1
Value,NOX,R,12/11/2018 05:00,LW2,ug m-3 as NO2,130.60001
Value,NOX,R,12/11/2018 06:00,LW2,ug m-3 as NO2,178.5
Value,NOX,R,12/11/2018 07:00,LW2,ug m-3 as NO2,181.89999
Value,NOX,R,12/11/2018 08:00,LW2,ug m-3 as NO2,230.10001
Value,NOX,R,12/11/2018 09:00,LW2,ug m-3 as NO2,179.89999
Value,NOX,R,12/11/2018 10:00,LW2,ug m-3 as NO2,110.3
Value,NOX,R,12/11/2018 11:00,LW2,ug m-3 as NO2,142.10001
Value,NOX,R,12/11/2018 12:00,LW2,ug m-3 as NO2,121.8
Value,NOX,R,12/11/2018 13:00,LW2,ug m-3 as NO2,144.5
Value,NOX,R,12/11/2018 14:00,LW2,ug m-3 as NO2,131.0
Value,NOX,R,12/11/2018 15:00,LW2,ug m-3 as NO2,182.10001
Value,NOX,R,12/11/2018 16:00,LW2,ug m-3 as NO2,198.10001
Value,NOX,R,12/11/2018 17:00,LW2,ug m-3 as NO2,161.8
Value,NOX,R,12/11/2018 18:00,LW2,ug m-3 as NO2,139.60001
Value,NOX,R,12/11/2018 19:00,LW2,ug m-3 as NO2,121.2
Value,NOX,R,12/11/2018 20:00,LW2,ug m-3 as NO2,121.2
Value,NOX,R,12/11/2018 21:00,LW2,ug m-3 as NO2,99.9
Value,NOX,R,13/11/2018 07:00,LW2,ug m-3 as NO2,95.8
Value,NOX,R,13/11/2018 08:00,LW2,ug m-3 as NO2,97.2
Value,NOX,R,13/11/2018 09:00,LW2,ug m-3 as NO2,126.2
Value,NOX,R,13/11/2018 10:00,LW2,ug m-3 as NO2,129.5
Value,NOX,R,13/11/2018 11:00,LW2,ug m-3 as NO2,129.5
Value,NOX,R,13/11/2018 12:00,LW2,ug m-3 as NO2,144.89999
Value,NOX,R,13/11/2018 13:00,LW2,ug m-3 as NO2,130.0
Value,NOX,R,13/11/2018 14:00,LW2,ug m-3 as NO2,155.0
Value,NOX,R,13/11/2018 15:00,LW2,ug m-3 as NO2,147.3
Value,NOX,R,13/11/2018 16:00,LW2,ug m-3 as NO2,253.89999
Value,NOX,R,13/11/2018 17:00,LW2,ug m-3 as NO2,215.8
Value,NOX,R,13/11/2018 18:00,LW2,ug m-3 as NO2,253.39999
Value,NOX,R,13/11/2018 19:00,LW2,ug m-3 as NO2,214.7
Value,NOX,R,13/11/2018 20:00,LW2,ug m-3 as NO2,177.60001
Value,NOX,R,13/11/2018 21:00,LW2,ug m-3 as NO2,149.10001
Value,NOX,R,13/11/2018 22:00,LW2,ug m-3 as NO2,143.2
Value,NOX,R,13/11/2018 23:00,LW2,ug m-3 as NO2,100.7
Value,NOX,R,14/11/2018 05:00,LW2,ug m-3 as NO2,91.9
Value,NOX,R,14/11/2018 06:00,LW2,ug m-3 as NO2,172.5
Value,NOX,R,14/11/2018 07:00,LW2,ug m-3 as NO2,186.5
Value,NOX,R,14/11/2018 08:00,LW2,ug m-3 as NO2,180.60001
Value,NOX,R,14/11/2018 09:00,LW2,ug m-3 as NO2,168.5
Value,NOX,R,14/11/2018 10:00,LW2,ug m-3 as NO2,115.4
Value,NOX,R,14/11/2018 11:00,LW2,ug m-3 as NO2,107.2
Value,NOX,R,14/11/2018 12:00,LW2,ug m-3 as NO2,128.39999
Value,NOX,R,14/11/2018 13:00,LW2,ug m-3 as NO2,149.10001
Value,NOX,R,14/11/2018 14:00,LW2,ug m-3 as NO2,163.10001
Value,NOX,R,14/11/2018 15:00,LW2,ug m-3 as NO2,115.8
Value,NOX,R,14/11/2018 16:00,LW2,ug m-3 as NO2,107.1
Value,NOX,R,14/11/2018 17:00,LW2,ug m-3 as NO2,115.8
Value,NOX,R,14/11/2018 18:00,LW2,ug m-3 as NO2,96.9
Value,NOX,R,14/11/2018 19:00,LW2,ug m-3 as NO2,130.2
Value,NOX,R,14/11/2018 20:00,LW2,ug m-3 as NO2,172.60001
Value,NOX,R,14/11/2018 21:00,LW2,ug m-3 as NO2,154.2
